zi,freq,weight
引,184248.0,0.00041207815364295764
阳,182502.0,0.0004081731535547037
调,182255.0,0.00040762072799811793
居,182067.0,0.00040720025834371266
亦,181860.0,0.0004067372944157237
完,181494.0,0.0004059187205140623
打,181102.0,0.0004050419965538128
划,180673.0,0.00040408252058711134
域,180623.0,0.0004039706935513652
帝,180497.0,0.00040368888942128497
观,179742.0,0.0004020003011815188
装,179081.0,0.00040052194776895537
许,178754.0,0.00039979059895517584
塔,177865.0,0.0003978023142596101
宗,177778.0,0.00039760773521741187
季,177721.0,0.0003974802523966614
质,175964.0,0.00039355065036054336
网,175755.0,0.0003930832133511247
除,175573.0,0.0003926761629410088
播,174878.0,0.000391121767144138
争,174686.0,0.00039069235132687297
编,174515.0,0.0003903099028646213
题,174291.0,0.0003898089177444787
威,173702.0,0.0003884915952633897
随,172079.0,0.0003848616896830712
续,171988.0,0.00038465816447801326
段,171976.0,0.0003846313259894342
很,171105.0,0.0003826832990267371
花,171090.0,0.00038264975091601333
服,171041.0,0.0003825401604209821
较,170905.0,0.0003822359908837527
奖,170724.0,0.0003818311770143518
令,170721.0,0.00038182446739220703
八,170246.0,0.0003807621105526191
育,169588.0,0.0003792904667622004
给,169377.0,0.0003788185566713518
构,169245.0,0.0003785233332969821
速,168311.0,0.00037643440426924485
言,167888.0,0.0003754883475468329
协,166816.0,0.00037309077590043637
园,166815.0,0.00037308853935972153
爱,166696.0,0.00037282239101464577
见,166096.0,0.0003714804665856925
戏,165812.0,0.0003708452890226547
土,164858.0,0.00036871162918061915
功,164586.0,0.0003681032901061603
另,164116.0,0.0003670521159701469
修,164115.0,0.000367049879429432
死,163880.0,0.0003665242923614253
黄,163752.0,0.00036623801514991535
置,163685.0,0.00036608816692201547
希,162953.0,0.00036445101911869264
萨,162844.0,0.00036420723618076604
担,162583.0,0.0003636234990541714
问,162142.0,0.0003626371845988908
父,162133.0,0.0003626170557324565
存,162070.0,0.00036247615366741633
好,161458.0,0.0003611073907498841
客,161270.0,0.00036068692109547873
推,161170.0,0.00036046326702398663
营,161016.0,0.00036011883975388853
规,160887.0,0.0003598303260016636
查,160299.0,0.00035851524006128943
终,159996.0,0.00035783756822466807
超,159967.0,0.0003577727085439353
欧,159853.0,0.0003575177429024342
宣,159793.0,0.00035738355045953886
率,159456.0,0.00035662983623861017
雷,158702.0,0.00035494348453955895
洛,157641.0,0.00035257051484102666
样,157596.0,0.00035246987050885516
项,157199.0,0.0003515819638450311
录,156837.0,0.0003507723361062293
画,156775.0,0.0003506336705819041
我,156706.0,0.0003504793492725745
吉,156658.0,0.00035037199531825824
供,156582.0,0.0003502020182239242
护,156407.0,0.0003498106235988128
具,156047.0,0.00034900546894144085
投,155972.0,0.00034883772838782175
哈,155670.0,0.00034816229309191527
九,155384.0,0.00034752264244744763
源,155201.0,0.0003471133554966169
卫,154558.0,0.00034567525981692203
班,154457.0,0.0003454493692047148
街,153751.0,0.0003438703714599799
准,153652.0,0.0003436489539292026
馆,153547.0,0.0003434141171541358
博,153375.0,0.0003430294321511692
瓦,153029.0,0.00034225558906380617
青,152843.0,0.0003418395924908306
兴,151712.0,0.00033931006494225383
伦,151532.0,0.0003389074876135678
鱼,151404.0,0.0003386212104020578
母,151363.0,0.00033852951223274603
求,151210.0,0.00033818732150336293
负,150420.0,0.00033642045433857456
百,150412.0,0.00033640256201285517
湖,150384.0,0.0003363399388728373
环,150346.0,0.00033625495032567034
印,150338.0,0.0003362370579999509
田,150215.0,0.00033596196349201546
边,149967.0,0.0003354073013947148
男,149548.0,0.0003344701908351625
济,148829.0,0.00033286211806113353
伯,148280.0,0.0003316342572086413
责,148148.0,0.00033133903383427164
试,147969.0,0.00033093869304630065
例,147928.0,0.0003308469948769888
案,147802.0,0.00033056519074690867
陈,147794.0,0.0003305472984211892
攻,147793.0,0.00033054506188047434
故,147703.0,0.0003303437732161313
己,147687.0,0.00033030798856469257
火,147582.0,0.00033007315178962575
那,147342.0,0.0003295363820180445
勒,146977.0,0.00032872004465709785
落,146681.0,0.000328058028605481
沙,145878.0,0.00032626208641139856
助,145798.0,0.00032608316315420484
众,145739.0,0.00032595120725202435
备,145637.0,0.0003257230800991024
儿,145601.0,0.0003256425646333652
致,145403.0,0.00032519972957181065
皇,145225.0,0.0003248016253245545
份,145133.0,0.0003245958635787817
航,144841.0,0.00032394279369002437
极,144531.0,0.00032324946606839856
热,143809.0,0.00032163468367222485
莱,143471.0,0.0003208787329105812
诺,143386.0,0.00032068862694981283
早,142842.0,0.00031947194880089526
技,142608.0,0.0003189485982736035
整,142157.0,0.00031793991841117366
艺,141684.0,0.0003168820346530156
鲁,141580.0,0.00031664943441866365
容,141341.0,0.00031611490118779723
均,141182.0,0.0003157592912141247
增,141047.0,0.0003154573582176102
副,140798.0,0.0003149004595795946
志,140776.0,0.00031485125568386633
模,140637.0,0.0003145403765244921
升,140392.0,0.00031399242404933625
半,139667.0,0.00031237093203101776
登,139504.0,0.00031200637589448544
群,139101.0,0.0003111050499863718
红,138393.0,0.00030952157916020704
层,137798.0,0.00030819083743482837
七,137672.0,0.00030790903330474826
围,137334.0,0.0003071530825431046
飞,136707.0,0.0003057507715148485
川,136656.0,0.00030563670793838746
越,136633.0,0.00030558526750194424
堂,136534.0,0.000305363849971167
继,135977.0,0.00030411809679295536
失,135048.0,0.0003020403504687928
托,134937.0,0.00030179209444943644
双,134167.0,0.0003000699580989465
告,134007.0,0.00029971211158455897
易,133582.0,0.00029876158178071706
写,133401.0,0.0002983567679113162
食,133334.0,0.00029820691968341636
氏,132548.0,0.0002964489986814877
评,132253.0,0.0002957892191705857
境,132146.0,0.000295549909314089
深,131821.0,0.0002948230335817393
独,131655.0,0.0002944517678230623
室,130749.0,0.00029242546193534286
黑,130079.0,0.00029092697965634514
射,129633.0,0.0002899294824974899
排,129445.0,0.00028950901284308464
塞,129433.0,0.00028948217435450553
需,129286.0,0.000289153402869412
证,129271.0,0.00028911985475868815
限,128961.0,0.0002884265271370623
筑,128627.0,0.0002876795225382783
声,128227.0,0.0002867849062523095
甲,127750.0,0.0002857180763312917
像,127171.0,0.00028442311925735183
象,127158.0,0.00028439404422805784
织,127026.0,0.0002840988208536881
央,126717.0,0.0002834077297727772
老,126652.0,0.00028326235462630727
真,125920.0,0.0002816252068229844
占,125817.0,0.0002813948431293474
响,125255.0,0.00028013790724756117
医,125237.0,0.00028009764951469256
何,125209.0,0.0002800350263746748
费,125140.0,0.0002798807050653451
才,124830.0,0.0002791873774437193
采,124641.0,0.000278764671248599
杀,124194.0,0.00027776493754902887
仍,124164.0,0.0002776978413275812
让,124020.0,0.00027737577946463244
木,123697.0,0.00027665337681371263
便,123208.0,0.00027555970840411573
森,122530.0,0.00027404333379939857
洋,122433.0,0.0002738263893500512
步,122358.0,0.00027365864879643197
席,122336.0,0.0002736094449007037
盟,121966.0,0.00027278192483618256
奇,121952.0,0.00027275061326617367
牙,121729.0,0.00027225186468674597
舰,121330.0,0.0002713594849414921
考,120947.0,0.000270502889847677
想,120935.0,0.0002704760513590979
施,119813.0,0.0002679666526769554
楼,119499.0,0.00026726437889246994
感,119488.0,0.00026723977694460566
配,119476.0,0.00026721293845602666
防,118618.0,0.00026529398652262357
哥,118567.0,0.0002651799229461625
低,118546.0,0.0002651329555911492
岁,118490.0,0.00026500770931111347
刘,117597.0,0.00026301047845268816
顿,117378.0,0.0002625206760361202
住,116887.0,0.0002614225345450935
乌,116782.0,0.00026118769777002673
效,116525.0,0.0002606129068062917
桥,116395.0,0.0002603221565133518
止,116251.0,0.00026000009465040305
贝,116186.0,0.0002598547195039331
届,116115.0,0.0002596959251131737
留,116003.0,0.0002594454325531024
姆,115904.0,0.0002592240150223251
律,115746.0,0.00025887064158936743
范,115344.0,0.00025797155222196874
几,115043.0,0.0002572983534667772
把,114821.0,0.0002568018414280645
农,114404.0,0.00025586920394994204
千,114386.0,0.00025582894621707343
底,114034.0,0.00025504168388542085
病,113828.0,0.00025458095649814693
埃,113628.0,0.0002541336483551625
泰,113426.0,0.0002536818671307483
曼,113330.0,0.00025346715922211575
料,113251.0,0.0002532904725056369
佛,113027.0,0.0002527894873854944
冠,112435.0,0.0002514654552822605
辑,112253.0,0.0002510584048721448
银,111921.0,0.0002503158733547906
恩,111679.0,0.00024977463050177945
状,111427.0,0.0002492110222416191
警,111418.0,0.0002491908933751848
云,111217.0,0.0002487413486914855
降,110918.0,0.00024807262301772384
蒙,110915.0,0.000248065913395579
库,110788.0,0.0002477818727247839
话,110724.0,0.0002476387341190289
看,110546.0,0.0002472406298717728
景,110458.0,0.00024704381428885955
宁,110197.0,0.00024646007716226496
胜,110166.0,0.0002463907444001024
迪,110159.0,0.0002463750886150979
息,110035.0,0.0002460977575664476
仅,109936.0,0.0002458763400356703
测,109839.0,0.0002456593955863229
俄,109662.0,0.0002452635278797817
唱,109482.0,0.0002448609505510957
察,109395.0,0.00024466637150889753
移,109233.0,0.0002443040519130801
素,109176.0,0.00024417656909232955
祖,109120.0,0.0002440513228122939
批,108879.0,0.00024351231649999766
着,108706.0,0.0002431253949563162
败,108033.0,0.00024162020305517362
革,107842.0,0.00024119302377862358
显,107766.0,0.0002410230466842895
康,107726.0,0.0002409335850556926
念,107055.0,0.00023943286623597987
算,107037.0,0.00023939260850311132
消,106811.0,0.00023888715030153887
承,106574.0,0.00023835709015210239
干,106486.0,0.00023816027456918925
索,106454.0,0.00023808870526631176
温,106451.0,0.00023808199564416695
授,105933.0,0.00023692346755383736
控,105886.0,0.00023681835014023603
词,105646.0,0.00023628158036865474
典,105641.0,0.00023627039766508013
藏,105121.0,0.00023510739649332065
票,104472.0,0.00023365588156933623
远,104404.0,0.00023350379680072157
弹,104082.0,0.00023278363069051665
载,103991.0,0.00023258010548545875
韩,103872.0,0.000232313957140383
思,103778.0,0.00023210372231318037
习,103324.0,0.00023108833282860572
户,103259.0,0.00023094295768213578
做,102560.0,0.00022937961572240529
友,102440.0,0.00022911123083661466
守,102321.0,0.00022884508249153886
确,102278.0,0.00022874891124079726
余,101259.0,0.0002264698762522917
态,100882.0,0.00022562670040276612
精,100790.0,0.00022542093865699327
满,100379.0,0.0002245017204231603
瑞,99944.0,0.00022352882521216918
叶,99198.0,0.0002218603658388373
宫,98289.0,0.00021982735032897318
督,98209.0,0.0002196484270717795
附,97939.0,0.0002190445610787505
望,97729.0,0.00021857488752861687
依,97619.0,0.00021832886804997543
价,97411.0,0.00021786366758127167
注,97265.0,0.00021753713263689305
预,97261.0,0.00021752818647403333
征,97178.0,0.00021734255359469486
照,97089.0,0.00021714350147106678
房,97068.0,0.00021709653411605342
述,96978.0,0.0002168952454517104
夏,96574.0,0.0002159916830028819
拔,96512.0,0.00021585301747855675
毛,96073.0,0.000214871176104706
章,95684.0,0.00021400116176660132
请,95466.0,0.00021351359589074829
抗,95116.0,0.00021273080664052562
执,94962.0,0.00021238637937042758
草,94900.0,0.00021224771384610242
却,94792.0,0.0002120061674488908
压,94698.0,0.00021179593262168816
虽,94306.0,0.0002109192086614387
简,93661.0,0.000209476639900314
退,93165.0,0.00020836731570571265
停,93019.0,0.000208040780761334
封,92884.0,0.00020773884776481962
富,92870.0,0.00020770753619481065
永,92670.0,0.00020726022805182625
澳,92568.0,0.00020703210089890415
般,92511.0,0.0002069046180781536
左,92381.0,0.00020661386778521372
丹,92238.0,0.0002062940424629799
值,91543.0,0.0002047396466661091
唐,91336.0,0.00020427668273812025
丁,91226.0,0.00020403066325947882
牌,91183.0,0.00020393449200873715
堡,91047.0,0.00020363032247150772
丽,91007.0,0.0002035408608429109
斗,90666.0,0.00020277820045912245
验,90658.0,0.00020276030813340306
快,90492.0,0.000202389042374726
拿,90404.0,0.0002021922267918129
势,90390.0,0.000202160915221804
候,90366.0,0.00020210723824464586
坦,90251.0,0.00020185003606242982
宝,90129.0,0.0002015771780952093
侧,90085.0,0.00020147877030375275
船,90081.0,0.00020146982414089305
破,89689.0,0.00020059310018064362
隆,89296.0,0.00019971413967967926
庄,89274.0,0.00019966493578395096
梅,88918.0,0.0001988687272894387
邦,88914.0,0.00019885978112657902
寺,88533.0,0.0001980076591141937
难,88110.0,0.0001970616023917817
植,87988.0,0.00019678874442456118
含,87897.0,0.00019658521921950332
庆,87867.0,0.00019651812299805563
郡,87745.0,0.00019624526503083514
莫,87399.0,0.00019547142194347206
断,87209.0,0.0001950464792076369
厂,87204.0,0.0001950352965040623
识,86827.0,0.0001941921206545367
似,86713.0,0.0001939371550130356
细,86630.0,0.00019375152213369705
突,86589.0,0.00019365982396438522
皮,86554.0,0.00019358154503936297
监,85908.0,0.0001921367397375233
必,85825.0,0.0001919511068581848
闻,85533.0,0.00019129803696942758
况,85420.0,0.00019104530786864134
礼,85190.0,0.0001905309035042093
尚,84757.0,0.00018956248137464807
旅,84749.0,0.00018954458904892868
蒂,84665.0,0.00018935671962887524
走,84243.0,0.0001884128994471781
拥,83852.0,0.0001875384120276436
久,83601.0,0.00018697704030819817
嘉,83421.0,0.00018657446297951218
读,83403.0,0.0001865342052466436
岸,83143.0,0.0001859527046607639
